name,strand,chr,intersections
YER074W,+,chrV,45
YER074W,+,chrV,9644
YER074W-A,+,chrV,66
YER074W-A,+,chrV,182
YER074W-A,+,chrV,168
YER075C,-,chrV,209
YER076W-A,+,chrV,18
YER076C,-,chrV,28
YER077C,-,chrV,252
YER078C,-,chrV,156
YER078W-A,+,chrV,13
YER079W,+,chrV,115
YER080W,+,chrV,986
YER079C-A,-,chrV,10
YER081W,+,chrV,397
YER082C,-,chrV,970
YER083C,-,chrV,752
YER084W,+,chrV,17
YER084W-A,+,chrV,24
YER085C,-,chrV,11
YER086W,+,chrV,512
YER087W,+,chrV,106
YER087C-A,-,chrV,583
YER087C-B,-,chrV,1217
YER088C,-,chrV,788
YER088W-B,+,chrV,6
YER088C-A,-,chrV,202
YER089C,-,chrV,223
YER090W,+,chrV,328
YER090C-A,-,chrV,3
YER091C,-,chrV,212
YER091C-A,-,chrV,57
YER092W,+,chrV,225
YER093C,-,chrV,146
YER093C-A,-,chrV,41
YER093C-A,-,chrV,23
YER094C,-,chrV,1190
YER095W,+,chrV,112
YER096W,+,chrV,18
YER097W,+,chrV,55
YER098W,+,chrV,134
YER099C,-,chrV,144
YER100W,+,chrV,270
YER101C,-,chrV,42
YER102W,+,chrV,6036
YER103W,+,chrV,358
YER104W,+,chrV,48
YER105C,-,chrV,379
YER106W,+,chrV,73
YER107W-A,+,chrV,22
YER107C,-,chrV,340
YER109C,-,chrV,72
YER110C,-,chrV,786
YER111C,-,chrV,1439
YER112W,+,chrV,352
YER113C,-,chrV,131
YER114C,-,chrV,232
YER115C,-,chrV,85
YER116C,-,chrV,121
YER117W,+,chrV,29
YER117W,+,chrV,2903
YER118C,-,chrV,326
YER119C,-,chrV,47
YER120W,+,chrV,196
YER119C-A,-,chrV,15
YER121W,+,chrV,27
YER122C,-,chrV,561
YER123W,+,chrV,233
YER124C,-,chrV,472
YER125W,+,chrV,339
YER126C,-,chrV,1120
YER127W,+,chrV,413
YER128W,+,chrV,40
YER129W,+,chrV,174
YER130C,-,chrV,187
YER131W,+,chrV,1786
YER132C,-,chrV,252
YER133W,+,chrV,100
YER133W,+,chrV,3018
YER133W-A,+,chrV,6
YER134C,-,chrV,89
YER135C,-,chrV,3
YER136W,+,chrV,246
YER137W-A,+,chrV,282
YER137C,-,chrV,78
YER138C,-,chrV,72204
YER138C,-,chrV,21479
YER137C-A,-,chrV,21496
YER138W-A,+,chrV,2755
YER139C,-,chrV,54
YER140W,+,chrV,74
YER141W,+,chrV,147
YER142C,-,chrV,69
YER143W,+,chrV,81
YER144C,-,chrV,182
YER145C,-,chrV,824
YER146W,+,chrV,281
YER145C-A,-,chrV,13
YER147C,-,chrV,141
YER148W,+,chrV,602
YER147C-A,-,chrV,8
YER148W-A,+,chrV,118
YER149C,-,chrV,81
YER150W,+,chrV,38
YER151C,-,chrV,665
YER152W-A,+,chrV,0
YER152C,-,chrV,114
YER153C,-,chrV,6
YER154W,+,chrV,221
YER155C,-,chrV,693
YER156C,-,chrV,240
YER157W,+,chrV,122
YER158C,-,chrV,77
YER158W-A,+,chrV,3
YER159C,-,chrV,770
YER160C,-,chrV,52065
YER160C,-,chrV,20215
YER159C-A,-,chrV,20225
YER161C,-,chrV,578
YER162C,-,chrV,251
YER163C,-,chrV,108
YER164W,+,chrV,718
YER165W,+,chrV,2469
YER166W,+,chrV,413
YER165C-A,-,chrV,7
YER167W,+,chrV,616
YER168C,-,chrV,180
YER169W,+,chrV,93
YER170W,+,chrV,74
YER171W,+,chrV,185
YER172C,-,chrV,454
YER173W,+,chrV,45
YER172C-A,-,chrV,30
YER174C,-,chrV,39
YER175C,-,chrV,71
YER175W-A,+,chrV,10
YER176W,+,chrV,1052
YER177W,+,chrV,5223
YER178W,+,chrV,708
YER179W,+,chrV,1
YER179W,+,chrV,5
YER180C,-,chrV,35
YER180C-A,-,chrV,42
YER181C,-,chrV,81
YER182W,+,chrV,171
YER183C,-,chrV,40
YER184C,-,chrV,62
YER185W,+,chrV,25
YER186C,-,chrV,87
YER187W,+,chrV,14
YER188W,+,chrV,12
YER188C-A,-,chrV,11
YER189W,+,chrV,61
YER190W,+,chrV,1477
YER190C-A,-,chrV,8
YER190C-B,-,chrV,14
YFL068W,+,chrVI,12
YFL067W,+,chrVI,4
YFL066C,-,chrVI,280
YFL065C,-,chrVI,49
YFL064C,-,chrVI,86
YFL063W,+,chrVI,15
YFL062W,+,chrVI,322
YFL061W,+,chrVI,8
YFL060C,-,chrVI,60
YFL059W,+,chrVI,42
YFL058W,+,chrVI,27
YFL056C,-,chrVI,136
YFL055W,+,chrVI,19
YFL054C,-,chrVI,30
YFL053W,+,chrVI,9
YFL052W,+,chrVI,18
YFL051C,-,chrVI,11
YFL050C,-,chrVI,39
YFL049W,+,chrVI,279
YFL048C,-,chrVI,255
YFL047W,+,chrVI,107
YFL046W,+,chrVI,114
YFL045C,-,chrVI,1660
YFL044C,-,chrVI,76
YFL042C,-,chrVI,105
YFL041W-A,+,chrVI,31
YFL041W,+,chrVI,161
YFL040W,+,chrVI,28
YFL039C,-,chrVI,3425
YFL039C,-,chrVI,145
YFL038C,-,chrVI,2152
YFL037W,+,chrVI,688
YFL036W,+,chrVI,246
YFL034C-B,-,chrVI,151
YFL034C-B,-,chrVI,93
YFL034C-A,-,chrVI,384
YFL034C-A,-,chrVI,46
YFL034W,+,chrVI,226
YFL033C,-,chrVI,218
YFL032W,+,chrVI,1018
YFL031W,+,chrVI,1022
YFL031W,+,chrVI,56
YFL031C-A,-,chrVI,173
YFL030W,+,chrVI,21
YFL029C,-,chrVI,38
YFL028C,-,chrVI,171
YFL027C,-,chrVI,126
YFL026W,+,chrVI,450
YFL025C,-,chrVI,110
YFL024C,-,chrVI,607
YFL023W,+,chrVI,269
YFL022C,-,chrVI,605
YFL021W,+,chrVI,643
YFL021C-A,-,chrVI,46
YFL020C,-,chrVI,5
YFL019C,-,chrVI,10
YFL018C,-,chrVI,404
YFL017W-A,+,chrVI,115
YFL017C,-,chrVI,86
YFL016C,-,chrVI,1034
YFL015W-A,+,chrVI,19
YFL015C,-,chrVI,67
YFL014W,+,chrVI,150
YFL013W-A,+,chrVI,51
YFL012W-A,+,chrVI,20
YFL013C,-,chrVI,426
YFL012W,+,chrVI,10
YFL011W,+,chrVI,44
YFL010W-A,+,chrVI,19
YFL010C,-,chrVI,251
YFL009W,+,chrVI,144
YFL008W,+,chrVI,801
YFL007W,+,chrVI,291
YFL005W,+,chrVI,283
YFL004W,+,chrVI,670
YFL003C,-,chrVI,43
YFL002W-B,+,chrVI,2299
YFL002W-A,+,chrVI,2244
YFL002W-A,+,chrVI,11727
YFL002C,-,chrVI,521
YFL001W,+,chrVI,151
YFR001W,+,chrVI,1704
YFR002W,+,chrVI,318
YFR003C,-,chrVI,274
YFR004W,+,chrVI,734
YFR005C,-,chrVI,136
YFR006W,+,chrVI,248
YFR007W,+,chrVI,45
YFR008W,+,chrVI,26
YFR009W,+,chrVI,706
YFR009W-A,+,chrVI,155
YFR010W,+,chrVI,997
YFR010W-A,+,chrVI,45
YFR011C,-,chrVI,149
YFR012W,+,chrVI,15
YFR012W-A,+,chrVI,10
YFR013W,+,chrVI,235
YFR014C,-,chrVI,130
YFR015C,-,chrVI,876
YFR016C,-,chrVI,1123
YFR017C,-,chrVI,30
YFR018C,-,chrVI,81
YFR019W,+,chrVI,183
YFR020W,+,chrVI,52
YFR021W,+,chrVI,36
YFR022W,+,chrVI,35
YFR023W,+,chrVI,30
YFR024C-A,-,chrVI,136
YFR024C-A,-,chrVI,24
YFR025C,-,chrVI,181
YFR026C,-,chrVI,17
YFR027W,+,chrVI,17
YFR028C,-,chrVI,421
YFR029W,+,chrVI,142
YFR030W,+,chrVI,113
YFR031C,-,chrVI,488
YFR031C-A,-,chrVI,9371
YFR031C-A,-,chrVI,17
YFR032C,-,chrVI,28
YFR032C-A,-,chrVI,3127
YFR032C-B,-,chrVI,386
YFR033C,-,chrVI,5581
YFR034C,-,chrVI,3689
YFR034W-A,+,chrVI,138
YFR035C,-,chrVI,17
YFR036W,+,chrVI,97
YFR036W-A,+,chrVI,212
YFR037C,-,chrVI,2338
YFR038W,+,chrVI,165
YFR039C,-,chrVI,326
YFR040W,+,chrVI,348
YFR041C,-,chrVI,280
YFR042W,+,chrVI,124
YFR043C,-,chrVI,104
YFR044C,-,chrVI,411
YFR045W,+,chrVI,2
YFR045W,+,chrVI,35
YFR046C,-,chrVI,71
YFR047C,-,chrVI,71
YFR048W,+,chrVI,135
YFR049W,+,chrVI,91
YFR050C,-,chrVI,233
YFR051C,-,chrVI,471
YFR052W,+,chrVI,525
YFR052C-A,-,chrVI,44
YFR053C,-,chrVI,75
YFR054C,-,chrVI,3
YFR055W,+,chrVI,56
YFR056C,-,chrVI,5
YFR057W,+,chrVI,3
YGL263W,+,chrVII,12
YGL262W,+,chrVII,13
YGL261C,-,chrVII,14
YGL260W,+,chrVII,6
YGL259W,+,chrVII,6
YGL258W-A,+,chrVII,9
YGL258W,+,chrVII,7
YGL257C,-,chrVII,81
YGL256W,+,chrVII,127
YGL255W,+,chrVII,1367
YGL254W,+,chrVII,116
YGL253W,+,chrVII,1837
YGL252C,-,chrVII,240
YGL251C,-,chrVII,75
YGL251C,-,chrVII,12
YGL250W,+,chrVII,26
YGL249W,+,chrVII,37
YGL248W,+,chrVII,197
YGL247W,+,chrVII,57
YGL246C,-,chrVII,276
YGL245W,+,chrVII,1145
YGL244W,+,chrVII,991
YGL243W,+,chrVII,175
YGL242C,-,chrVII,165
YGL241W,+,chrVII,145
YGL240W,+,chrVII,50
YGL238W,+,chrVII,487
YGL239C,-,chrVII,4
YGL237C,-,chrVII,73
YGL235W,+,chrVII,4
YGL236C,-,chrVII,45
YGL234W,+,chrVII,190
YGL233W,+,chrVII,200
YGL232W,+,chrVII,185
YGL232W,+,chrVII,273
YGL231C,-,chrVII,246
YGL230C,-,chrVII,35
YGL229C,-,chrVII,58
YGL228W,+,chrVII,698
YGL227W,+,chrVII,126
YGL226C-A,-,chrVII,368
YGL226C-A,-,chrVII,23
YGL226W,+,chrVII,34
YGL225W,+,chrVII,151
YGL224C,-,chrVII,100
YGL223C,-,chrVII,60
YGL222C,-,chrVII,239
YGL221C,-,chrVII,475
YGL220W,+,chrVII,413
YGL218W,+,chrVII,3
YGL219C,-,chrVII,384
YGL216W,+,chrVII,138
YGL217C,-,chrVII,183
YGL215W,+,chrVII,398
YGL214W,+,chrVII,13
YGL213C,-,chrVII,169
YGL212W,+,chrVII,54
YGL211W,+,chrVII,161
YGL210W,+,chrVII,172
YGL209W,+,chrVII,594
YGL208W,+,chrVII,58
YGL207W,+,chrVII,980
YGL206C,-,chrVII,685
YGL205W,+,chrVII,9
YGL204C,-,chrVII,1379
YGL203C,-,chrVII,590
YGL202W,+,chrVII,611
YGL201C,-,chrVII,251
YGL200C,-,chrVII,764
YGL198W,+,chrVII,120
YGL199C,-,chrVII,8
YGL197W,+,chrVII,230
YGL196W,+,chrVII,129
YGL195W,+,chrVII,1211
YGL194C-A,-,chrVII,29
YGL194C,-,chrVII,127
YGL193C,-,chrVII,37
YGL192W,+,chrVII,11
YGL191W,+,chrVII,511
YGL190C,-,chrVII,201
YGL189C,-,chrVII,4507
YGL188C-A,-,chrVII,638
YGL188C,-,chrVII,574
YGL187C,-,chrVII,604
YGL186C,-,chrVII,120
YGL185C,-,chrVII,123
YGL184C,-,chrVII,45
YGL183C,-,chrVII,41
YGL183C,-,chrVII,16
YGL182C,-,chrVII,20
YGL181W,+,chrVII,123
YGL180W,+,chrVII,83
YGL179C,-,chrVII,54
YGL178W,+,chrVII,4145
YGL178W,+,chrVII,275
YGL177W,+,chrVII,2760
YGL176C,-,chrVII,66
YGL175C,-,chrVII,51
YGL174W,+,chrVII,199
YGL173C,-,chrVII,954
YGL172W,+,chrVII,320
YGL171W,+,chrVII,616
YGL170C,-,chrVII,23
YGL169W,+,chrVII,115
YGL168W,+,chrVII,64
YGL167C,-,chrVII,432
YGL166W,+,chrVII,81
YGL165C,-,chrVII,90
YGL164C,-,chrVII,263
YGL163C,-,chrVII,166
YGL162W,+,chrVII,131
YGL161C,-,chrVII,237
YGL160W,+,chrVII,181
YGL159W,+,chrVII,60
YGL158W,+,chrVII,84
YGL157W,+,chrVII,272
YGL156W,+,chrVII,61
YGL155W,+,chrVII,227
YGL154C,-,chrVII,42
YGL153W,+,chrVII,225
YGL152C,-,chrVII,6
YGL151W,+,chrVII,272
YGL149W,+,chrVII,29
YGL150C,-,chrVII,991
YGL148W,+,chrVII,933
YGL147C,-,chrVII,3124
YGL146C,-,chrVII,15
YGL145W,+,chrVII,93
YGL144C,-,chrVII,45
YGL143C,-,chrVII,161
YGL142C,-,chrVII,143
YGL141W,+,chrVII,171
YGL140C,-,chrVII,496
YGL139W,+,chrVII,159
YGL138C,-,chrVII,27
YGL137W,+,chrVII,9
YGL137W,+,chrVII,627
YGL136C,-,chrVII,100
YGL135W,+,chrVII,7971
YGL134W,+,chrVII,60
YGL133W,+,chrVII,512
YGL132W,+,chrVII,102
YGL131C,-,chrVII,191
YGL130W,+,chrVII,132
YGL129C,-,chrVII,181
YGL128C,-,chrVII,81
YGL127C,-,chrVII,160
YGL126W,+,chrVII,53
YGL125W,+,chrVII,65
YGL124C,-,chrVII,41
YGL123W,+,chrVII,7996
YGL123C-A,-,chrVII,5
YGL122C,-,chrVII,3852
YGL121C,-,chrVII,41
YGL120C,-,chrVII,936
YGL119W,+,chrVII,72
YGL118C,-,chrVII,7
YGL117W,+,chrVII,212
YGL116W,+,chrVII,208
YGL115W,+,chrVII,578
YGL114W,+,chrVII,127
YGL113W,+,chrVII,108
YGL112C,-,chrVII,115
YGL111W,+,chrVII,560
YGL110C,-,chrVII,449
YGL109W,+,chrVII,6
YGL108C,-,chrVII,455
YGL107C,-,chrVII,251
YGL106W,+,chrVII,279
YGL105W,+,chrVII,1172
YGL104C,-,chrVII,25
YGL103W,+,chrVII,40
YGL103W,+,chrVII,11892
YGL102C,-,chrVII,3
YGL101W,+,chrVII,210
YGL100W,+,chrVII,140
YGL099W,+,chrVII,707
YGL098W,+,chrVII,64
YGL097W,+,chrVII,827
YGL096W,+,chrVII,1944
YGL095C,-,chrVII,142
YGL094C,-,chrVII,158
YGL093W,+,chrVII,195
YGL092W,+,chrVII,447
YGL091C,-,chrVII,219
YGL090W,+,chrVII,111
YGL089C,-,chrVII,10
YGL088W,+,chrVII,179
YGL087C,-,chrVII,199
YGL087C,-,chrVII,38
YGL086W,+,chrVII,581
YGL085W,+,chrVII,42
YGL084C,-,chrVII,209
YGL083W,+,chrVII,68
YGL082W,+,chrVII,153
YGL081W,+,chrVII,42
YGL080W,+,chrVII,449
YGL079W,+,chrVII,74
YGL078C,-,chrVII,2322
YGL077C,-,chrVII,437
YGL076C,-,chrVII,3755
YGL076C,-,chrVII,211
YGL076C,-,chrVII,24
YGL075C,-,chrVII,48
YGL073W,+,chrVII,220
YGL074C,-,chrVII,13
YGL072C,-,chrVII,43
YGL071W,+,chrVII,376
YGL070C,-,chrVII,355
YGL068W,+,chrVII,263
YGL069C,-,chrVII,6
YGL067W,+,chrVII,189
YGL066W,+,chrVII,293
YGL065C,-,chrVII,180
YGL064C,-,chrVII,149
YGL063W,+,chrVII,36
YGL063C-A,-,chrVII,4
YGL062W,+,chrVII,292
YGL061C,-,chrVII,120
YGL060W,+,chrVII,76
YGL059W,+,chrVII,90
YGL058W,+,chrVII,315
YGL057C,-,chrVII,86
YGL056C,-,chrVII,170
YGL055W,+,chrVII,1370
YGL054C,-,chrVII,3485
YGL053W,+,chrVII,75
YGL052W,+,chrVII,54
YGL051W,+,chrVII,22
YGL050W,+,chrVII,204
YGL049C,-,chrVII,695
YGL048C,-,chrVII,606
YGL047W,+,chrVII,274
YGL045W,+,chrVII,224
YGL044C,-,chrVII,244
YGL043W,+,chrVII,383
YGL042C,-,chrVII,15
YGL041W-A,+,chrVII,192
YGL041C-B,-,chrVII,10
YGL041C,-,chrVII,104
YGL040C,-,chrVII,353
YGL039W,+,chrVII,45
YGL038C,-,chrVII,380
YGL037C,-,chrVII,421
YGL036W,+,chrVII,168
YGL035C,-,chrVII,125
YGL034C,-,chrVII,10
YGL033W,+,chrVII,5
YGL033W,+,chrVII,30
YGL033W,+,chrVII,12
YGL032C,-,chrVII,60
YGL031C,-,chrVII,7338
YGL030W,+,chrVII,40
YGL030W,+,chrVII,3697
YGL029W,+,chrVII,1528
YGL028C,-,chrVII,381
YGL027C,-,chrVII,209
YGL026C,-,chrVII,1592
YGL024W,+,chrVII,46
YGL025C,-,chrVII,1060
YGL023C,-,chrVII,112
YGL022W,+,chrVII,254
YGL021W,+,chrVII,226
YGL020C,-,chrVII,156
YGL019W,+,chrVII,368
YGL018C,-,chrVII,93
YGL017W,+,chrVII,53
YGL016W,+,chrVII,156
YGL015C,-,chrVII,6
YGL014W,+,chrVII,328
YGL014C-A,-,chrVII,4
YGL013C,-,chrVII,242
YGL012W,+,chrVII,588
YGL011C,-,chrVII,393
YGL010W,+,chrVII,67
YGL009C,-,chrVII,337
YGL008C,-,chrVII,2916
YGL007C-A,-,chrVII,1435
YGL007W,+,chrVII,11
YGL006W-A,+,chrVII,162
YGL006W,+,chrVII,480
YGL005C,-,chrVII,143
YGL004C,-,chrVII,123
YGL003C,-,chrVII,77
YGL002W,+,chrVII,150
YGL001C,-,chrVII,348
YGR001C,-,chrVII,106
YGR001C,-,chrVII,453
YGR001C,-,chrVII,388
YGR002C,-,chrVII,242
YGR003W,+,chrVII,68
YGR004W,+,chrVII,109
YGR005C,-,chrVII,488
YGR006W,+,chrVII,33
YGR007W,+,chrVII,132
YGR008C,-,chrVII,386
YGR009C,-,chrVII,817
YGR010W,+,chrVII,100
YGR011W,+,chrVII,89
YGR012W,+,chrVII,87
YGR013W,+,chrVII,254
YGR014W,+,chrVII,445
YGR015C,-,chrVII,42
YGR016W,+,chrVII,21
YGR017W,+,chrVII,1093
YGR018C,-,chrVII,6
YGR019W,+,chrVII,41
YGR020C,-,chrVII,546
YGR021W,+,chrVII,248
YGR023W,+,chrVII,105
YGR022C,-,chrVII,56
YGR024C,-,chrVII,117
YGR025W,+,chrVII,176
YGR026W,+,chrVII,527
YGR027C,-,chrVII,8416
YGR027W-A,+,chrVII,21479
YGR027W-B,+,chrVII,21467
YGR027W-B,+,chrVII,61543
YGR028W,+,chrVII,238
YGR029W,+,chrVII,11
YGR029W,+,chrVII,159
YGR030C,-,chrVII,100
YGR031W,+,chrVII,72
YGR031C-A,-,chrVII,1
YGR032W,+,chrVII,512
YGR033C,-,chrVII,325
YGR034W,+,chrVII,1933
YGR034W,+,chrVII,4381
YGR035C,-,chrVII,76
YGR035W-A,+,chrVII,3
YGR036C,-,chrVII,34
YGR037C,-,chrVII,702
YGR038W,+,chrVII,141
YGR038C-B,-,chrVII,50622
YGR038C-B,-,chrVII,16605
YGR038C-A,-,chrVII,16620
YGR039W,+,chrVII,19
YGR040W,+,chrVII,85
YGR041W,+,chrVII,91
YGR042W,+,chrVII,64
YGR043C,-,chrVII,27
YGR044C,-,chrVII,170
YGR045C,-,chrVII,17
YGR046W,+,chrVII,109
YGR047C,-,chrVII,218
YGR048W,+,chrVII,256
YGR049W,+,chrVII,603
YGR050C,-,chrVII,31
YGR051C,-,chrVII,0
YGR052W,+,chrVII,237
YGR053C,-,chrVII,36
YGR054W,+,chrVII,467
YGR055W,+,chrVII,713
YGR056W,+,chrVII,199
YGR057C,-,chrVII,61
YGR058W,+,chrVII,76
YGR059W,+,chrVII,135
YGR060W,+,chrVII,2949
YGR061C,-,chrVII,408
YGR062C,-,chrVII,192
YGR064W,+,chrVII,8
YGR063C,-,chrVII,28
YGR065C,-,chrVII,70
YGR066C,-,chrVII,9
YGR067C,-,chrVII,30
YGR068W-A,+,chrVII,1
YGR069W,+,chrVII,14
YGR068C,-,chrVII,172
YGR070W,+,chrVII,109
YGR071C,-,chrVII,78
YGR072W,+,chrVII,607
YGR074W,+,chrVII,100
YGR073C,-,chrVII,17
YGR075C,-,chrVII,16
YGR076C,-,chrVII,287
YGR077C,-,chrVII,130
YGR078C,-,chrVII,306
YGR079W,+,chrVII,82
YGR080W,+,chrVII,131
YGR081C,-,chrVII,494
YGR082W,+,chrVII,200
YGR083C,-,chrVII,1377
YGR084C,-,chrVII,455
YGR085C,-,chrVII,9453
YGR086C,-,chrVII,2470
YGR087C,-,chrVII,28
YGR088W,+,chrVII,48
YGR089W,+,chrVII,473
YGR090W,+,chrVII,386
YGR091W,+,chrVII,99
YGR092W,+,chrVII,138
YGR093W,+,chrVII,190
YGR094W,+,chrVII,1993
YGR095C,-,chrVII,370
YGR096W,+,chrVII,44
YGR097W,+,chrVII,275
YGR098C,-,chrVII,186
YGR099W,+,chrVII,67
YGR100W,+,chrVII,150
YGR101W,+,chrVII,75
YGR102C,-,chrVII,96
YGR103W,+,chrVII,2975
YGR104C,-,chrVII,81
YGR105W,+,chrVII,406
YGR106C,-,chrVII,432
YGR107W,+,chrVII,28
YGR108W,+,chrVII,106
YGR109C,-,chrVII,34
YGR109W-A,+,chrVII,32
YGR109W-B,+,chrVII,32
YGR109W-B,+,chrVII,380
YGR110W,+,chrVII,26
YGR111W,+,chrVII,132
YGR112W,+,chrVII,97
YGR113W,+,chrVII,127
YGR116W,+,chrVII,1854
YGR114C,-,chrVII,19
YGR115C,-,chrVII,23
YGR117C,-,chrVII,63
YGR118W,+,chrVII,52
YGR118W,+,chrVII,8870
YGR119C,-,chrVII,781
YGR120C,-,chrVII,129
YGR121C,-,chrVII,185
YGR121W-A,+,chrVII,13
YGR122W,+,chrVII,60
YGR122C-A,-,chrVII,45
YGR123C,-,chrVII,227
YGR124W,+,chrVII,860
YGR125W,+,chrVII,404
YGR126W,+,chrVII,25
YGR127W,+,chrVII,40
YGR128C,-,chrVII,457
YGR129W,+,chrVII,204
YGR130C,-,chrVII,816
YGR131W,+,chrVII,19
YGR132C,-,chrVII,253
YGR133W,+,chrVII,36
YGR134W,+,chrVII,132
YGR135W,+,chrVII,678
YGR136W,+,chrVII,485
YGR137W,+,chrVII,313
YGR138C,-,chrVII,358
YGR139W,+,chrVII,50
YGR140W,+,chrVII,168
YGR141W,+,chrVII,69
YGR142W,+,chrVII,3075
YGR143W,+,chrVII,74
YGR144W,+,chrVII,17
YGR145W,+,chrVII,1230
YGR146C,-,chrVII,368
YGR146C-A,-,chrVII,111
YGR147C,-,chrVII,219
YGR148C,-,chrVII,7761
YGR149W,+,chrVII,130
YGR150C,-,chrVII,206
YGR151C,-,chrVII,433
YGR152C,-,chrVII,464
YGR153W,+,chrVII,113
YGR154C,-,chrVII,32
YGR155W,+,chrVII,1881
YGR156W,+,chrVII,115
YGR157W,+,chrVII,615
YGR158C,-,chrVII,318
YGR160W,+,chrVII,19947
YGR159C,-,chrVII,2313
YGR161C,-,chrVII,322
YGR161W-C,+,chrVII,146
YGR161W-A,+,chrVII,2289
YGR161W-B,+,chrVII,2236
YGR161W-B,+,chrVII,11696
YGR161C-D,-,chrVII,47006
YGR161C-D,-,chrVII,21590
YGR161C-C,-,chrVII,21591
YGR162W,+,chrVII,2298
YGR163W,+,chrVII,165
YGR164W,+,chrVII,192
YGR165W,+,chrVII,206
YGR166W,+,chrVII,270
YGR167W,+,chrVII,688
YGR168C,-,chrVII,78
YGR169C,-,chrVII,64
YGR169C-A,-,chrVII,726
YGR170W,+,chrVII,316
YGR171C,-,chrVII,38
YGR172C,-,chrVII,187
YGR173W,+,chrVII,263
YGR174C,-,chrVII,69
YGR174W-A,+,chrVII,22
YGR175C,-,chrVII,996
YGR176W,+,chrVII,7
YGR177C,-,chrVII,145
YGR178C,-,chrVII,298
YGR179C,-,chrVII,1328
YGR180C,-,chrVII,403
YGR181W,+,chrVII,135
YGR182C,-,chrVII,877
YGR183C,-,chrVII,1075
YGR183C,-,chrVII,280
YGR184C,-,chrVII,306
YGR185C,-,chrVII,1396
YGR186W,+,chrVII,1166
YGR187C,-,chrVII,506
YGR188C,-,chrVII,57
YGR189C,-,chrVII,1363
YGR191W,+,chrVII,289
YGR190C,-,chrVII,3
YGR192C,-,chrVII,5595
YGR193C,-,chrVII,168
YGR194C,-,chrVII,64
YGR195W,+,chrVII,271
YGR196C,-,chrVII,218
YGR197C,-,chrVII,105
YGR198W,+,chrVII,237
YGR199W,+,chrVII,482
YGR200C,-,chrVII,488
YGR201C,-,chrVII,43
YGR202C,-,chrVII,502
YGR203W,+,chrVII,52
YGR204W,+,chrVII,423
YGR204C-A,-,chrVII,7
YGR205W,+,chrVII,51
YGR206W,+,chrVII,35
YGR207C,-,chrVII,286
YGR208W,+,chrVII,230
YGR209C,-,chrVII,628
YGR210C,-,chrVII,193
YGR211W,+,chrVII,628
YGR212W,+,chrVII,37
YGR213C,-,chrVII,38
YGR214W,+,chrVII,32
YGR214W,+,chrVII,2540
YGR215W,+,chrVII,402
YGR216C,-,chrVII,61
YGR217W,+,chrVII,191
YGR218W,+,chrVII,392
YGR219W,+,chrVII,114
YGR220C,-,chrVII,208
YGR221C,-,chrVII,47
YGR222W,+,chrVII,53
YGR223C,-,chrVII,74
YGR224W,+,chrVII,15
YGR225W,+,chrVII,10
YGR225W,+,chrVII,17
YGR226C,-,chrVII,2
YGR227W,+,chrVII,52
YGR228W,+,chrVII,7
YGR229C,-,chrVII,1812
YGR230W,+,chrVII,123
YGR231C,-,chrVII,363
YGR232W,+,chrVII,109
YGR233C,-,chrVII,273
YGR234W,+,chrVII,10029
YGR235C,-,chrVII,261
YGR236C,-,chrVII,3
YGR237C,-,chrVII,286
YGR238C,-,chrVII,157
YGR239C,-,chrVII,257
YGR240C,-,chrVII,818
YGR240C-A,-,chrVII,92
YGR242W,+,chrVII,18
YGR241C,-,chrVII,207
YGR243W,+,chrVII,193
YGR244C,-,chrVII,269
YGR245C,-,chrVII,1341
YGR246C,-,chrVII,293
YGR247W,+,chrVII,25
YGR248W,+,chrVII,15
YGR249W,+,chrVII,116
YGR250C,-,chrVII,445
YGR251W,+,chrVII,315
YGR252W,+,chrVII,150
YGR253C,-,chrVII,1683
YGR254W,+,chrVII,986
YGR255C,-,chrVII,99
YGR256W,+,chrVII,28
YGR257C,-,chrVII,121
YGR258C,-,chrVII,136
YGR260W,+,chrVII,256
YGR259C,-,chrVII,21
YGR261C,-,chrVII,241
YGR262C,-,chrVII,161
YGR263C,-,chrVII,46
YGR265W,+,chrVII,3
YGR264C,-,chrVII,651
YGR266W,+,chrVII,366
YGR267C,-,chrVII,652
YGR269W,+,chrVII,23
YGR268C,-,chrVII,125
YGR270W,+,chrVII,652
YGR270C-A,-,chrVII,2
YGR271W,+,chrVII,213
YGR271C-A,-,chrVII,920
YGR273C,-,chrVII,518
YGR274C,-,chrVII,367
YGR275W,+,chrVII,276
YGR276C,-,chrVII,381
YGR277C,-,chrVII,265
YGR278W,+,chrVII,84466
YGR279C,-,chrVII,1917
YGR280C,-,chrVII,2399
YGR281W,+,chrVII,331
YGR282C,-,chrVII,2272
YGR283C,-,chrVII,309
YGR284C,-,chrVII,202
YGR285C,-,chrVII,2767
YGR286C,-,chrVII,54
YGR287C,-,chrVII,19
YGR288W,+,chrVII,13
YGR290W,+,chrVII,5
YGR289C,-,chrVII,14
YGR291C,-,chrVII,9
YGR292W,+,chrVII,35
YGR294W,+,chrVII,16
YGR293C,-,chrVII,10
YGR295C,-,chrVII,494
YGR296W,+,chrVII,118
YGR296W,+,chrVII,1524
YGR296C-A,-,chrVII,5
YGR296C-B,-,chrVII,30
YHL050W-A,+,chrVIII,7
YHL050C,-,chrVIII,1075
YHL050C,-,chrVIII,36
YHL049C,-,chrVIII,112
YHL048C-A,-,chrVIII,10
